Index SHIndex BaiYunJiChang ZhongYuanHaiNeng ZhongZhiGuFen ZhongGuoYiYao HuaRunShuangHe RenFuYiYao JuHuaGuFen TianTanShengWu ZhongGuoJuShi ShengYiKeJi ShengWuGuFen ShouLvJiuDian KaiLeKeJi JiaHuaNengYuan YiLiJieNeng NanGangGuFen XiShuiGuFen AnQiJiaoMu ShangHaiJiaHua YangQuanMeiYe ShouKaiGuFen JianKangYuan ShengHeZiYuan SanYouHuaGong HuaLuHengSheng JinZhengGuFen ShiLanWei LanGuangFaZhan YangNongHuaGong ChiHongXinZhe FengHuoTongXun ZhongHuaGuFen GuoYaoGuFen HuaHaiYaoYe ZhongTianKeJi ZhongTieGongYe ZhongGuoRuanJian XiaMenWuYe JiChuanYaoYe ShanYingZhiYe KangEnBei TianDiKeJi ChangDianKeJi BeiDaHuang AiJianJiTuan WaiGaoQiao YuYuanGuFen DongYangGuang JunShengDianZi TianJinGang ZhongTangYaoYe JingJiangJiuDian XinChaoNengYuan ShuiJingFang XinGangGuFen ZhongChuGuFen HuaXinShuiNi ShangHaiJiDian NeiMengHuaDian ZhongJuGaoXin HangTianDianZi ShanShanGuFen HongFaGuFen BeiMengYiJi TangShanGang TaiPingYang HengLiYeYa XiBuKuangYe TongKunGuFen ZhongGuoWaiYun ZheShangZhengQuan DaLianGang ZhongKeShuGuang HeBangShengWu JinShiYuan KouZiJiao LaoBaiXing JiXiangHangKong ChenGuangWenJu ZhaoYiChuangXin GuoYaoYiZhi DaYueCheng ZhongGuoChangCheng JiDongShuiNi GuoXinJianKang LiZhuJiTuan GuJingGongJiu XingRongHuanJing JiLinAoDong ChangChunGaoXin YangGuangCheng ShiJueZhongGuo DongBeiZhengQuan YanJingPiJiu TaiHeJiTuan HangFaKongZhi GuoHaiZhengQuan XinXingZhuGuan BeiXinJianCai LuXiHuaGong ShunXinNongYe ZhongDingGuFen HuaLingGangTie JiZhongNengYuan XiYeGuFen ZhongNanJianShe YinTaiZiYuan LangChaoXinXi ChengZhiGuFen XinDaLu LongPingGaoKe XinHeCheng HuaLanShengWu ZhongHangJiDian YiFanYiYao SuBoEr ShuangLuYaoYe ZiGuangGuoWei SanHuaZhiKong GuoXuanGaoKe TaiYangZhiYe WanFengAoWei ZhongTaiHuaXue SanGangMinGuang NanJiDianShang ZhongHuanGuFen GuangDianYunTong ZhengBangKeJi YouZuWangLuo ZhongHangGuangDian HeLiTai DongHuaNengYuan YuYueYiLiao WeoShiTong DongFangYvHong ShengNongFaZhan HaiDaJiTuan GeLinMei JieRuiGuFen BeiFangHuaChuang WeiXingXinCai QianFangKeJi HaiPuRui SiWeiTuXin GuangLianDa GuiZhouBaiLing QiMingXingChen JinZhengDa XieXinJiCheng FuLingZhaCai SuoFeiYa HaiNengDa LingYiZhiZao LongMangBaiLi YiLingYaoYe KuaJingTong MuLinSen KangHongYaoYe EnJieGuFen ShenNanDianLu YiWeiLiNeng JiQiRen BiShuiYuan SanJuHuanBao XinWeiTongXin GuanXianChuanMei WeiNingJianKang LiYaDe GuangHuanXinWang JianFanShengWu YiLianWangLuo HuaDaJiYin SZIndex CYIndex
2017-07-24 233056399 13776173 49289366 9915739 3658119 2996351 4506773 32759838 6160828 50678555 65865275 3885394 5595963 5117148 15609528 125472126 158242981 121472380 16067491 4219949 67535228 12019562 10934670 48902380 122020355 19594203 5689099 60585268 13697778 2646068 112004896 2942506 26467056 5485107 1849261 20314326 34352181 4443528 25061873 1907981 130243971 5591461 39179501 32352159 15988431 41734385 1036155 112031338 146099203 3572010 23979621 40926826 6140913 15558108 11384936 91018439 32210224 66713303 6180963 62041331 7493366 76383612 43318978 1790378 78118128 91218456 68903940 10229461 121464677 35270891 318354563 32951160 54989265 7854098 28670419 21515165 6164462 984451 2229621 2401981 2376558 466054 67698846 38030957 43393213 1108756 2208263 3634290 29564718 28465004 1074667 44995686 1642345 35002585 9859911 3302180 8967977 34861210 64878663 32809195 142453175 7588394 10459856 57641468 97757325 48803945 20800698 10548459 29458251 2522849 22820016 12194569 13980140 8146172 60550463 30996925 2288698 3280422 6794699 13367765 15933068 51428722 3596459 125018417 68521049 9195751 7611343 6440671 10368721 4957210 11698896 11719536 17638381 8153283 6147163 3469855 13083730 2518484 210704319 5108891 4147156 3385342 12567191 17629135 8779638 5551324 5212913 2702395 21018617 11822397 4553713 3508272 6426199 3573552 42693328 3750647 3867800 1818500 822374 1314793 29866 53050812 10288926 30919029 12475501 3292158 9352135 9290389 5074216 16319939 574580 970751 23981 197192990 29321921
2017-07-25 205573873 12237757 26711512 6422070 3363506 2505049 3611600 25480536 15971436 30609761 42174568 3391347 7699729 6770069 8576526 125472126 120290837 109651157 9390786 4368904 39480539 9530968 6842300 68256763 70860581 15382422 9909728 60585268 35439632 2004843 124582816 2708577 18653820 3512142 2721303 17427912 30652317 4006212 42979985 2299606 110588470 3777319 35133837 13245236 13919105 41734385 1214242 112031338 146099203 3337696 18677176 33483337 5800098 12934534 7734649 95847917 24602887 65419650 3325018 40029515 5957857 54247501 46383871 2212162 49910705 52146124 57330863 4390673 78416015 29750440 318354563 28809309 55157874 5108545 51696508 14369210 7314994 623002 2596037 1054933 1587921 549183 67698846 38122482 37834361 1108756 1482709 1797721 16824168 16483670 1088112 31804865 2023285 23036149 7514067 1618157 8229417 34873857 50437653 18128333 139690555 4773564 10406013 43574136 71049318 41217904 11379943 7088758 29458251 1887208 14983487 7550075 9549912 11239102 60550463 36834876 1953780 2557207 6750594 10907453 11980846 34399516 3564631 89124459 68521049 6267747 7611343 6790390 12347343 7100229 8955729 11465025 8693803 6464391 4560172 4447796 11361551 5846096 514956659 5371800 3188217 4429696 7246280 17629135 12102964 3865581 4196273 3653668 16854128 7368341 7920019 4477714 3140001 3573552 45007430 2789516 4416392 1591924 443762 2734344 29866 47034333 8998465 23421048 11274704 4877909 39423189 7958526 4547062 18270813 453680 589500 22700 179887862 29443222
2017-07-26 213542005 22726608 29988768 5670423 4385563 2062147 5220519 69171014 8697927 28638983 55925279 2979343 6275812 5329381 7490441 125472126 106327251 105801353 12090528 3498928 49982369 9457371 5507629 83407553 98466634 10384570 6371538 60585268 19950050 2048316 183509229 4675639 32064084 2291709 9357665 18141327 19700993 3220770 47790899 1907989 74677841 4249649 21037207 7847079 16196692 41734385 1583899 112031338 146099203 5933418 17213048 28051997 4055301 12906080 7504873 66762587 22791962 42924540 4398652 23132491 5389791 48082077 43455433 2489017 44686525 43600287 43759638 4269471 82704777 19518429 318354563 34795649 32140473 4783301 52233711 10676327 3379287 557439 3607811 950479 890281 540328 67698846 19641743 36325324 1108756 1656748 2595595 12204772 13166767 1182988 22734023 2891300 65456710 7354701 4979264 5841750 42956846 45137118 32857097 160236630 3802629 10991836 57403212 63093698 53664501 10771204 14216025 29458251 1805666 13248648 10721553 7368557 7419667 60550463 20359170 2527297 1697678 5016644 14358224 14637830 33622076 1623396 97218590 68521049 3235820 7611343 7775970 52930933 5031455 6075585 12973956 24567206 8215960 3317941 4804983 7136554 3586820 427728427 11759472 5150927 4503343 7114280 17629135 10245667 6600065 5332824 3377550 12581235 14899630 3132037 3000174 3746292 3573552 44726742 2766795 4252491 1637053 842216 1456228 29866 99419826 7903151 25570059 11068431 7493362 25822105 9346743 19450607 18792976 316500 629921 45263 193448451 30263096
2017-07-27 228485945 15656368 26880191 7893148 6454521 2909172 5608615 64902796 5924105 28312249 73464122 3143636 4899811 4635356 13937874 125472126 119156616 116911138 6194400 2951134 81076964 9380482 6724594 92694278 100183939 15900522 18493753 60585268 38173672 3774898 158894152 6187539 30953264 4018394 8372961 16704410 21094663 7244299 42497332 3831960 94903647 4966855 33157606 19956171 14266135 41734385 1736221 112031338 146099203 4522177 16922098 20501375 2975829 17007242 19675930 87649460 22617899 50234065 3513624 27978530 5544270 56782578 36568987 3512600 54568980 64497838 84530414 4028827 76155923 19356369 318354563 61560727 81975219 9496492 37838139 9641663 7114401 822046 6449737 3823133 2444307 1119554 67698846 24119214 36525024 1108756 3194155 3046159 49726375 16682737 1171696 18049698 5915978 59825888 9098957 3710053 7224676 62358316 63941684 23733288 187320649 4151644 14020950 69843128 91871131 55344945 10597154 9222524 29458251 1690705 47065491 11374594 15803091 8879789 60550463 60114458 1729020 2264096 9030224 16710500 10253166 36185866 2313940 96490212 68521049 10407843 7611343 17721523 28590994 16141536 6522878 29039076 14484843 7501609 7714590 4067125 13176355 5171810 299110335 10431721 4052195 3034535 13862477 17629135 26130762 7130909 3960047 17721522 31338261 14535938 4277825 4865277 5368498 3573552 88906952 3818915 8249781 1779097 543014 1450385 29866 74143304 34536131 46047776 15809599 4254339 66456910 41462635 16145209 53621585 1237903 1198828 58400 250647356 59959413
2017-07-28 182226880 13029448 23140395 4525296 3792158 3078438 7747142 44282166 4575145 23057540 47087919 2804236 2650453 8408584 11573179 125472126 106412682 74444102 7848941 3166257 54729526 6909716 5616746 118720919 54360105 10828831 9883224 60585268 17838228 2945518 99543649 3414236 17144310 3370283 3814754 17633658 14032740 4472646 64048863 11188752 69937681 4406490 18815871 14319351 14836122 41734385 1096177 112031338 146099203 4982227 8885360 16217747 2650728 27176401 19850925 59079416 23927319 36913307 4891370 46099842 8979255 41278666 61275760 4795715 29657720 31041742 47474109 3988204 60821949 15118772 318354563 39382863 48930821 6629881 33797006 23478059 10125175 672315 6084300 1713742 2202390 837363 67698846 18738587 31135401 1108756 1780765 9323186 26447850 9672515 1200910 18718108 1817007 22854045 9113943 2258986 4676649 29132056 60059757 13434231 152188452 10416992 10642774 43091484 55503681 50973475 5923846 5525671 39449921 1428097 33586999 11117172 11994242 7357346 60550463 45493029 1045126 3229470 5711041 16270271 27179257 20560208 1692320 62551140 68521049 14450848 7611343 9317736 17289590 6206622 4072501 12010324 8051977 6220560 4089851 4352288 12041837 2188654 376466240 6845853 2977017 5828510 12157659 17629135 11525608 3178818 4019570 10998185 14794331 9698126 20014277 2481825 4580953 3573552 72018576 2027271 6642738 1198080 502911 1838806 29866 89380658 19079356 28240341 10472876 7694808 33115400 33663821 10157401 28404816 832588 627559 91281 206554896 45218823
2017-07-31 246039440 13456124 36207024 8693341 3276023 3890124 6858280 70100076 5584467 49564269 65665489 6350100 3383006 11920197 17636238 125472126 208538059 102596952 8065708 2844435 84705851 12854609 14668013 137876933 91121608 30368189 7027077 60585268 20259420 6241410 192650484 10424226 42795380 3350368 2679338 39718702 15637355 3765393 104865770 4886247 324831234 4545973 47214501 11051792 12822591 41734385 1778093 112031338 146099203 12029152 11881967 21923085 5158215 30789486 30536829 137080212 21598336 60790790 5263501 32179217 14396411 64059650 78723405 4052004 59273970 42277099 61042520 3411710 104255335 51190242 318354563 38643441 38718993 6535023 75869045 28558096 12496261 739835 2544869 719000 2243854 1650186 67698846 26747835 47632968 1108756 1079342 8504257 23378814 11664425 1172936 16160200 3078780 34719484 13631310 2342104 5701633 84324724 131600949 20852419 174116849 15410113 9858031 76061862 98729309 93208276 7182001 16845547 19610830 1832035 35056485 7359280 30841805 7222589 60550463 79760169 1360623 3769529 4722639 27540819 27778139 68666320 1382804 92905005 68521049 11324781 7611343 9055771 20328575 6245303 8194869 14451064 13217285 7955810 4470787 3561389 23507968 3065342 483166804 6401514 2327655 4511200 10075730 17629135 35306072 4727661 10278588 4901758 13168069 9932481 43456446 4103400 7526639 3573552 89808699 2108800 9486352 2891753 454347 1089677 29866 81792260 19290027 21155161 20309542 5795653 44057118 26544711 8424476 30019857 698601 494073 126126 236571039 39178929
2017-08-01 237194594 14070415 23325251 7715926 4137329 2947316 5374320 90293687 5847454 38393866 60066866 2974828 4108079 8140855 20655329 125472126 139258012 94857120 5347855 2273458 56796704 7291750 11413377 110948319 64943657 23686998 6108576 60585268 19214252 3861498 133324197 20274635 26623513 3370752 1249986 19449800 20309142 2983501 94961119 2348216 215238611 5580380 51463333 10143373 36163897 41734385 2952906 112031338 146099203 6145582 30806805 26780969 6355113 20242279 11512915 80422963 36930133 50475816 6431474 35372589 12572422 47039058 61943481 3707866 34666410 129430326 126724130 2485045 233371013 43553599 318354563 65911080 36717460 5402472 76744992 15884957 4548678 933621 3515685 2926746 3203367 1051184 67698846 34426722 115306500 1108756 2786542 4259198 22964264 17854556 1548379 16836668 2189584 45840335 10782716 4478605 5815881 59730451 124155205 32047394 145554271 8202326 9398851 71812819 64538952 68328299 7547375 28540526 13834483 1692100 29772604 10172585 34554423 4765940 60550463 66538105 949433 2704788 3881638 17132498 20492803 58830502 4897457 76694646 68521049 12374524 7611343 13794476 11454960 8394721 9858032 24376467 20011888 7024227 4133111 3941960 22801954 3113466 304657158 10669529 4941844 3800749 11771031 17629135 16743604 5201246 5737198 4007402 17528419 12016672 30948497 2451788 5972209 3573552 83024935 2801329 4299421 1805571 646202 1193416 29866 114601878 16612633 43627364 10279647 4952795 42269699 18164918 7590777 22545566 755784 737625 128449 233048202 40161138
2017-08-02 266730628 15247453 20514195 8762842 4451631 3863693 7833179 83419756 3779648 30262493 55063437 2770217 3282933 5863483 14130300 125472126 181187455 75709237 8711372 2680556 68978573 7092316 26400829 129687388 69190764 15672923 8028417 60585268 15321741 2331571 196789762 11153287 31968306 2752197 3111238 20064470 27606783 3712085 101746348 3417940 229183385 5835328 39171279 11846501 24567619 41734385 1642706 112031338 146099203 4066511 45926561 23439072 3261454 28163911 7815333 77101749 24327665 42129808 4724749 36077288 7317729 52111216 57957217 2992246 36192673 152146199 247159246 4449508 233371013 25038875 318354563 96941148 124148476 6261126 150855414 14229332 6351941 662241 3145420 3030749 2931833 1381543 67698846 29321807 230246920 1108756 2065582 3913321 19330491 15179299 817287 15535300 2654175 49710194 11287774 5066246 7526617 86503056 126450475 29792282 120294110 5412865 15881862 77023602 104370244 63550016 11892407 18668531 15142626 1568277 35956610 9281500 16979890 5745794 60550463 50621198 743111 1631054 8613945 14089155 13383293 42165736 3508165 87226889 68521049 7535855 7611343 15997306 12699801 7891303 8362436 16791367 10712989 7052393 3058627 5358581 19846598 3706823 331472985 8799381 4026045 4360084 13181003 17629135 17064278 5617327 5296159 4919118 18527466 16423900 16774724 4151924 12641860 3573552 48412957 4484660 9876839 2870067 324766 910810 29866 94454472 14742626 35940556 15881199 9490339 38422230 16072047 9066073 18495062 1153356 500400 99511 248511557 41466381
2017-08-03 233277004 18574044 16995108 3588841 5004392 1398725 6296498 52338566 4323692 26010815 32620943 2280008 2225136 5150506 9187667 125472126 245018319 90295798 5527406 2958622 49420509 6479335 25098596 108634395 58401399 19803609 18380980 60585268 22208873 2580980 342217846 7968344 17053495 2649759 1402830 15344911 16906887 4106878 67348346 6739063 127717853 4635775 35718789 14077290 17029797 99809147 1211699 112031338 146099203 4196570 45678159 14466382 2663125 17755526 8402701 105370071 18023254 31584805 5468370 23087850 6368006 29803543 32887344 4237786 20610926 122331168 141265222 2453368 233371013 25998613 318354563 56975723 94134806 4998000 150855414 15199002 6476939 747866 2731501 3526918 2967361 734613 67698846 27097950 149867352 1108756 1632080 3902399 18792051 11862068 719850 20522350 2462352 27722440 6268432 2989062 4295255 84967530 136382044 32949576 87602917 3884361 8045898 74998252 77278263 54355750 7911759 12419354 21253947 1147198 28021201 6464582 12624321 8186503 19673580 35529768 907631 1428219 5579114 11071932 15112398 42972121 1944368 118613569 68521049 6562295 7611343 12845857 8421570 6045975 5604590 15990368 11925824 6660942 5584238 2623376 11662150 1921356 237617370 3887094 2842303 2214142 13824905 17629135 13542856 5222895 3174552 15027240 13182494 9423667 13461950 2753915 14045591 3573552 40735137 4509887 3223494 1443729 416214 1173405 29866 52198712 20086858 34955077 11613672 24632821 56948182 22812524 10279460 31606211 968701 506622 371493 225245507 45035096
2017-08-04 275906340 12439921 61145643 25627412 3293796 1926606 8877849 56658780 6262667 41476772 46049222 3223332 1275102 6102742 11974342 125472126 233296224 54376031 5434004 2752559 109743971 6250314 14627643 129774412 110643165 24628913 10403180 60585268 13641036 3876553 276612964 6090619 49802787 2649447 3182843 24649939 14291338 4345910 81043509 2470813 176378694 5911214 36848301 9190616 17026205 62386632 1517188 112031338 146099203 5628150 62246145 25229936 2504703 22743980 9180567 103879885 14395319 51904142 5597573 59889718 6810605 253960846 44855514 2851772 58800355 100600068 344131292 3313329 233371013 43394217 318354563 95710679 133107428 4825545 150855414 10654278 3937662 963434 2482375 1550600 550400 996779 67698846 31363326 111296736 1108756 2410194 2418730 15595888 11260303 1180905 15133175 1732100 41743412 5938034 2865085 24503983 117804430 194571978 27504447 126635662 4699872 10747211 27342800 148404267 68292607 7613816 15797117 13870975 3203209 34806506 5976021 16142084 7602641 50151329 54398709 1910099 3219098 5675584 9723471 12701316 58356180 1963729 159138395 68521049 4278228 7611343 9984365 11284170 4948316 13158157 8991922 10375024 6433899 4927319 10119858 15200778 3674071 293314869 4122089 4190422 4529755 10617165 17629135 19797636 2554856 3656902 10457105 17076163 7918009 15525012 3880333 7203476 3573552 52419539 2780697 4650152 1292083 1119562 1938365 29866 68498176 13128567 33761368 9151170 10252582 73494839 13131256 6806967 23587600 618300 540114 592844 237545788 39374511
2017-08-07 231173379 19773506 48162126 13830258 8503853 3133478 6744380 39795839 8325146 20584265 44504928 3167011 1541715 9273955 8302195 125472126 221810145 69106185 3799755 2274439 69067074 5795176 8440171 131857969 77227194 14918821 6218196 60585268 25554362 1516572 209446218 5739276 38824781 4310429 2795739 12605605 12073782 2816055 73610597 3606455 134371534 9431014 24882452 8846703 14973124 36390032 942970 112031338 146099203 2788044 55217490 14119007 1720669 17925235 13234470 112512753 13767200 39354828 7750320 52700137 11473999 237057261 29981462 4904339 25613620 92054112 164869814 2114007 233371013 24938826 318354563 74740200 84395968 3980705 150855414 17900199 7553340 474596 2225251 1267700 550400 985827 67698846 16327098 89753880 1108756 1516073 4266641 16879044 8236204 1309904 14187131 2284017 39951987 9210658 2581671 9274733 66150457 121590054 10693181 95874299 5127805 9204873 124691242 94103332 58952632 6031199 10437002 15089076 5323860 16678343 7019960 13292990 20304776 25818540 62993917 983045 1534538 5045451 14357910 8997655 41283785 1396581 109372320 68521049 6017474 7611343 6933453 38801017 3640700 5246415 8252684 7712420 4735923 3897873 7561430 12136949 1986041 185808844 5035066 2567716 5189279 6619484 17629135 11464865 2009416 2790779 10817805 11541811 7182120 10974371 4574886 4484959 3573552 30497589 10466196 5386172 702094 692500 874664 29866 36665615 15636994 21986091 9016558 7482087 36205106 12282125 4636064 32022570 1011070 1123021 497986 193394148 33202934
2017-08-08 252043537 25519880 49414426 17062754 7521413 3245109 4924468 63598997 4727149 31747845 37992888 3267377 4310779 10055492 8646530 125472126 195803887 59169983 4796924 2395004 64391509 4820460 10786724 165956092 90335595 22617304 9645247 60585268 17361862 3214258 305803647 5952098 29831693 3757643 3398620 14380828 12810586 3394875 85429186 3686364 206098586 5029765 45945530 7290871 53232218 29716639 1156672 112031338 146099203 2522524 59955777 37257998 2559196 11346990 7398817 91990259 15569553 44491571 3834801 46579200 5725653 203966416 29481084 4203204 29058462 131354764 167633489 2010050 233371013 47910450 318354563 91991534 79614130 6191467 150855414 12845155 4588115 674825 2347096 2204400 550400 1022990 67698846 20356157 136984616 1108756 1043844 6443720 22046997 8589197 1272858 12813636 1379592 31918562 9219382 1273828 10629768 67036651 154467600 61277432 81391505 13736540 10458452 122673308 107110086 77860793 7361295 19499762 12476493 6545596 53285829 16166618 12743085 10905172 23922521 43329181 1017920 1950717 4246987 13830445 14056007 46320377 1383514 145685379 68521049 4694541 7611343 17240180 80371527 5157861 4127977 7640371 7800259 9735742 4916342 4166257 22312048 4607147 236896728 5787238 1879801 4319270 7193303 17629135 28784761 4427268 2435246 14030812 8008922 7375178 8212530 2774084 5959699 3573552 30906455 7132858 3394557 900587 374473 893131 29866 46529301 34291072 43178553 10021323 12906588 41783565 23207183 6127007 37145309 1272984 883088 475050 229036919 43987135
2017-08-09 235597907 15705141 28171151 6627239 4350158 3440778 5668602 32393778 6211451 37887846 37090807 3525210 2222205 12642878 7475775 125472126 179799595 43939192 10849133 2387016 122566000 4515576 7191878 127992532 58732280 11189766 8222027 60585268 9685337 3900548 336773998 10393970 32410982 4372312 2147122 11569255 11269743 3929577 50175178 5811841 150047033 8069967 42575037 5745532 25797483 17338931 917322 112031338 146099203 4011578 27807273 26505545 3255432 51958735 14445632 103750877 19393058 39777752 2819656 24268944 16700128 97368907 29664149 2205498 19109787 75437196 138383731 1407910 158707554 32476928 318354563 68851756 61766702 10397330 150855414 22731078 6032160 584832 3286540 2958864 550400 599698 67698846 24584407 148376556 1108756 1866301 5605096 25424476 7812284 1531937 9055303 1605814 36410745 16112919 1546590 4607137 43795890 136168644 40725875 70946683 15881120 8208676 104876750 182074332 74045053 15589096 14844957 10153021 3428046 37451051 9673423 9948690 10054542 13621052 31276822 2496668 2518390 4141908 10625821 7745807 32919366 964907 111093648 68521049 3559070 7611343 7740260 155146225 8668675 2816193 13461107 9049949 11775520 5054329 5746078 14078972 3617911 186709173 4127464 2608093 6272636 7441497 17629135 18028780 2456700 3253930 8976187 6372515 10885658 20899750 2877677 6680327 3573552 28057174 3028363 6672600 816029 1143465 893278 29866 66265312 25330693 96141737 22935294 12451330 26123479 14822182 5948861 27151841 762933 437072 27395860 213365851 42390069
2017-08-10 240684622 12330260 62770104 10468668 4159221 2619540 4416655 41937736 4359012 22757967 29608726 3328960 3845289 11975564 9941530 125472126 107960169 60552165 8587558 2508398 82220810 6610503 9586163 138877109 82450830 8647109 36085631 60585268 13131352 1881650 210745374 10753159 33442786 2906101 1303201 14704141 20753298 3527328 52493091 8568817 162877672 6220638 35757840 9121709 22742089 27233093 1785658 112031338 146099203 3384864 32715348 20513978 1905319 90334838 11832085 56696943 13154906 96800563 4966105 26014414 18093498 135525216 28671903 2314591 17814321 76428752 117998660 1905706 116251851 29020854 318354563 98037150 49038189 12047527 150855414 32243373 6782838 606600 14404964 2581090 550400 566438 67698846 33295268 130495287 1108756 1900432 6781402 29778118 10339099 1769977 6110495 2008701 40288371 29101925 2259957 7739983 38815196 110952288 35710448 92843500 15595399 7006407 69940576 122593792 47477639 21997616 20663731 9840029 4591132 31342626 12084735 20591414 7850099 15704702 79729694 2166048 2523929 5921052 8255596 11486121 35160948 1407192 79608878 68521049 5192224 7611343 7130800 67732405 7075472 3919409 7622641 11110031 10162341 3268757 3746778 9374554 2120329 172374414 6705301 2965450 5925095 10336575 17629135 16510865 5171379 5767861 7531477 17047245 15768843 16023458 2653118 2650341 3949104 25869512 3925268 5398511 1328765 711854 880560 29866 42239257 19309029 71456221 12532228 8712130 24539238 20167956 7649000 25199671 593201 514995 20261118 218998237 42035272
2017-08-11 262962995 13957083 42375836 14254165 5146728 4892404 11908681 45614514 3421214 21615814 28874002 3407226 4023305 10154112 7244454 125472126 175138400 70604571 5959615 3281266 100683866 8784735 6754542 131297697 98470202 13691911 19618431 60585268 14246680 1928989 249649751 8197871 37168679 5596191 1506837 17016369 16119102 3861775 65384015 4101779 194444268 7406529 48603484 7975758 20886425 20857845 1240411 112031338 146099203 6070367 27634872 19170044 1582083 51699780 8052178 78383727 44768113 78882063 3389317 33653167 8381858 230769344 32430255 2439527 31030442 72610006 108301256 2444000 142456360 36526506 318354563 85596151 54948234 6337185 150855414 25569933 3348187 745407 7322404 1574573 6865646 1269699 67698846 23915450 121222829 1108756 1690204 3442541 28377545 13173476 1518269 7092367 1771352 55748478 14001907 2621100 14685353 53424802 118662073 96833303 76789345 10524350 12969450 57839646 121176399 75692957 12315055 20692036 10878303 4496663 26889849 9892195 27931293 6674269 25574397 86553222 1216956 2472729 4350059 8578183 11125533 40650942 1551603 89541243 68521049 3509707 7611343 9804055 55334609 5197197 4357500 6882878 12754428 5461496 3543437 3209206 9148473 3016939 238537064 5641752 2922883 4113438 12696308 17629135 22635568 3703211 4148505 8589374 10317039 9259142 12183103 1479651 2922620 6788526 28236255 2807938 5524060 838136 554408 605619 29866 46319109 20719936 65398546 11348920 10399673 19964137 11537981 11482450 28491358 606621 507945 15908697 223544895 40966825
2017-08-14 190346796 10219692 19173520 8867277 5541703 2987411 7335549 23750894 3114774 21806975 36337830 4169036 3209775 12374225 7738286 125472126 156674887 39068133 12560427 2490066 50164342 6291100 6148666 141172793 53488635 9974503 27897932 60585268 19118273 2283000 119271268 18002244 17820780 4329121 1155548 21538215 10980972 13009389 63546553 4326161 145870484 8788114 23297866 9753361 11944454 17336477 1397407 112031338 146099203 3697623 21663447 10139616 1523378 41254668 7401690 67735911 29702988 47662713 2575580 11559324 18693493 145212743 31116693 3690895 19795919 70205040 80366120 1484833 69788663 15845312 318354563 51827786 29188720 11693357 150855414 31445100 4535314 595060 4541345 1231029 2643479 1095682 67698846 30229340 91147744 1108756 2812293 4772173 17748848 6197243 1786509 11335928 2024500 37756221 8344473 1571342 8412939 102138307 78372373 117515507 58682716 15765990 8196695 66680292 61932756 32757334 13186072 10341077 18229451 4912312 48181734 7594893 17100371 6488696 17912092 58302682 2990858 2012808 6749259 11619948 14340047 30064432 849672 68908813 68521049 8647275 7611343 23301728 30104751 4959142 4447115 24339524 11001232 5376538 6258303 5021320 6356297 2762475 144045940 4632915 3325556 6961425 19733418 17629135 68468910 6510037 2973702 18833397 10810128 8807110 14555883 4253317 5092302 379509937 18506640 4147698 5408151 803999 505289 1284721 29866 55768862 28697467 81926134 11884181 15007454 20915146 19559467 12525723 45509678 876802 500418 10739663 202644516 49528270
2017-08-15 182297997 18451239 28929973 7321073 3384357 4317904 3402000 24940071 3095471 22136961 33402009 3073689 2804683 11150676 4628505 125472126 110984692 71785949 7591070 2305936 33643469 4274660 5081988 103792605 64995783 8006970 20081881 60585268 11348513 2551139 116343370 9375215 12945293 2800938 2501484 12065636 8084472 5947221 47361191 3084480 100145324 13587368 17393627 12858072 11629373 19542023 1354064 112031338 146099203 3091015 17468503 11417391 775321 28261626 7066639 51647952 27591049 31343161 2716740 14953571 16232578 103830242 38341353 3286327 15036689 52639537 58107236 3351396 45998158 16824961 318354563 46256026 23723398 6605011 150855414 30529038 3771027 524108 5309175 795343 1038495 784144 67698846 19688189 101848729 1108756 2042191 4095242 14546006 5757589 1117481 4637573 2301114 23284957 6057854 1051216 7351865 36164357 73661152 93631207 64857978 15327338 5985037 53103128 39163161 22156576 11422950 12264747 12633197 2770220 34441899 6163830 26113704 6179752 15888772 68025945 1541892 2353835 14448078 11128821 11949044 61743490 1055778 87912181 68521049 4575994 7611343 18906644 29890462 5670839 5774491 16250170 13782111 3693812 8022581 6452418 7124484 1506178 100981378 5310826 1976879 2770472 13093290 17629135 59022989 9739410 2863327 20018369 12587595 8208761 10703506 2958621 6396113 175609319 19575179 3040692 4527708 1079957 331838 2947233 29866 54944846 22789135 54612516 11822263 8725579 14969820 17527229 12799663 26995498 736037 896648 7600807 190212432 44066165
